id	StartDateTime	EndDateTime	EventType
110277729	2020-02-29T10:00:00	2020-02-29T16:00:00	OPEN_HOURS
110287950	2020-03-01T10:00:00	2020-03-01T16:00:00	OPEN_HOURS
110287902	2020-03-03T12:00:00	2020-03-03T14:00:00	OPEN_HOURS
110287903	2020-03-03T16:00:00	2020-03-03T18:00:00	OPEN_HOURS
110287904	2020-03-04T12:00:00	2020-03-04T14:00:00	OPEN_HOURS
111004347	2020-02-26T17:30:00	2020-02-26T18:00:00	EXHIBITION
110984005	2020-02-29T12:00:00	2020-02-29T12:30:00	EXHIBITION
110963328	2020-02-27T17:30:00	2020-02-27T18:00:00	EXHIBITION
110963327	2020-02-29T11:00:00	2020-02-29T11:30:00	EXHIBITION
110974191	2020-02-27T17:00:00	2020-02-27T17:45:00	EXHIBITION
110974190	2020-02-29T10:00:00	2020-02-29T11:00:00	EXHIBITION
111004857	2020-02-29T10:30:00	2020-02-29T11:00:00	EXHIBITION
110992797	2020-02-29T11:00:00	2020-02-29T11:30:00	EXHIBITION
111008716	2020-02-29T11:30:00	2020-02-29T11:50:00	EXHIBITION
110992717	2020-02-29T13:30:00	2020-02-29T14:15:00	EXHIBITION
110966228	2020-02-29T14:15:00	2020-02-29T14:45:00	EXHIBITION
110966229	2020-03-03T18:00:00	2020-03-03T18:30:00	EXHIBITION
110287905	2020-02-26T16:00:00	2020-02-26T18:00:00	OPEN_HOURS
110287906	2020-02-27T12:00:00	2020-02-27T14:00:00	OPEN_HOURS
110287907	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110287908	2020-02-28T12:00:00	2020-02-28T14:00:00	OPEN_HOURS
110277729	2020-02-29T10:00:00	2020-02-29T16:00:00	OPEN_HOURS
110287950	2020-03-01T10:00:00	2020-03-01T16:00:00	OPEN_HOURS
110287902	2020-03-03T12:00:00	2020-03-03T14:00:00	OPEN_HOURS
110287903	2020-03-03T16:00:00	2020-03-03T18:00:00	OPEN_HOURS
110287904	2020-03-04T12:00:00	2020-03-04T14:00:00	OPEN_HOURS
110957717	2020-02-29T12:00:00	2020-02-29T13:00:00	EXHIBITION
110287905	2020-02-26T16:00:00	2020-02-26T18:00:00	OPEN_HOURS
110287906	2020-02-27T12:00:00	2020-02-27T14:00:00	OPEN_HOURS
110287907	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110287908	2020-02-28T12:00:00	2020-02-28T14:00:00	OPEN_HOURS
110277729	2020-02-29T10:00:00	2020-02-29T16:00:00	OPEN_HOURS
110287950	2020-03-01T10:00:00	2020-03-01T16:00:00	OPEN_HOURS
110287902	2020-03-03T12:00:00	2020-03-03T14:00:00	OPEN_HOURS
110287903	2020-03-03T16:00:00	2020-03-03T18:00:00	OPEN_HOURS
110287904	2020-03-04T12:00:00	2020-03-04T14:00:00	OPEN_HOURS
110520772	2020-02-27T10:00:00	2020-02-27T15:00:00	OPEN_HOURS
110512489	2020-02-28T10:00:00	2020-02-28T15:00:00	OPEN_HOURS
110227946	2020-02-29T10:00:00	2020-02-29T15:00:00	OPEN_HOURS
110227947	2020-03-01T10:00:00	2020-03-01T15:00:00	OPEN_HOURS
110532356	2020-03-02T10:00:00	2020-03-02T15:00:00	OPEN_HOURS
110520771	2020-03-03T10:00:00	2020-03-03T15:00:00	OPEN_HOURS
110520770	2020-03-04T10:00:00	2020-03-04T15:00:00	OPEN_HOURS
110990780	2020-02-29T10:00:00	2020-02-29T10:40:00	EXHIBITION
111009112	2020-02-29T15:30:00	2020-02-29T16:15:00	EXHIBITION
110971810	2020-02-26T17:15:00	2020-02-26T17:45:00	EXHIBITION
110971811	2020-02-29T13:15:00	2020-02-29T13:45:00	EXHIBITION
111005459	2020-02-27T17:00:00	2020-02-27T17:30:00	EXHIBITION
110990751	2020-02-29T09:30:00	2020-02-29T10:00:00	EXHIBITION
111007198	2020-02-29T10:45:00	2020-02-29T11:15:00	EXHIBITION
111013957	2020-02-27T11:30:00	2020-02-27T11:45:00	EXHIBITION
111013956	2020-02-29T10:30:00	2020-02-29T11:00:00	EXHIBITION
110944995	2020-02-26T18:00:00	2020-02-26T18:30:00	EXHIBITION
110996798	2020-02-29T11:15:00	2020-02-29T12:00:00	EXHIBITION
110960100	2020-02-29T13:00:00	2020-02-29T13:30:00	EXHIBITION
111005624	2020-02-29T12:30:00	2020-02-29T13:15:00	EXHIBITION
111015779	2020-02-26T17:30:00	2020-02-26T18:15:00	EXHIBITION
111015920	2020-02-29T09:15:00	2020-02-29T10:00:00	EXHIBITION
111015921	2020-03-04T17:30:00	2020-03-04T18:00:00	EXHIBITION
111014056	2020-02-26T17:30:00	2020-02-26T18:15:00	EXHIBITION
111014058	2020-02-29T09:15:00	2020-02-29T10:00:00	EXHIBITION
111014057	2020-03-04T17:30:00	2020-03-04T18:00:00	EXHIBITION
110957713	2020-02-26T17:30:00	2020-02-26T18:00:00	EXHIBITION
110851705	2020-02-27T12:00:00	2020-02-27T13:00:00	EXHIBITION
110818901	2020-03-03T12:00:00	2020-03-03T13:00:00	OPEN_HOURS
110818901	2020-03-03T12:00:00	2020-03-03T13:00:00	OPEN_HOURS
110983607	2020-02-29T10:45:00	2020-02-29T11:30:00	EXHIBITION
111005663	2020-02-29T10:00:00	2020-02-29T10:30:00	EXHIBITION
110207181	2020-02-27T10:00:00	2020-02-27T15:00:00	OPEN_HOURS
110250750	2020-02-28T10:00:00	2020-02-28T15:00:00	OPEN_HOURS
110250751	2020-02-29T10:00:00	2020-02-29T15:00:00	OPEN_HOURS
110250752	2020-03-01T10:00:00	2020-03-01T15:00:00	OPEN_HOURS
110564344	2020-03-02T10:00:00	2020-03-02T15:00:00	OPEN_HOURS
110186976	2020-03-03T10:00:00	2020-03-03T15:00:00	OPEN_HOURS
110184714	2020-03-04T10:00:00	2020-03-04T15:00:00	OPEN_HOURS
110988419	2020-02-29T13:00:00	2020-02-29T13:45:00	EXHIBITION
110726810	2020-02-26T16:00:00	2020-02-26T18:00:00	OPEN_HOURS
110726811	2020-02-27T12:00:00	2020-02-27T14:00:00	OPEN_HOURS
110711106	2020-02-27T12:00:00	2020-02-27T14:00:00	OPEN_HOURS
110711107	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110726812	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110821284	2020-02-29T11:00:00	2020-02-29T16:00:00	OPEN_HOURS
110821283	2020-03-01T11:00:00	2020-03-01T16:00:00	OPEN_HOURS
110725425	2020-03-02T12:00:00	2020-03-02T14:00:00	OPEN_HOURS
110725426	2020-03-02T16:00:00	2020-03-02T18:00:00	OPEN_HOURS
110725427	2020-03-03T12:00:00	2020-03-03T14:00:00	OPEN_HOURS
110725428	2020-03-03T16:00:00	2020-03-03T18:00:00	OPEN_HOURS
110725429	2020-03-04T12:00:00	2020-03-04T14:00:00	OPEN_HOURS
110726810	2020-02-26T16:00:00	2020-02-26T18:00:00	OPEN_HOURS
110726811	2020-02-27T12:00:00	2020-02-27T14:00:00	OPEN_HOURS
110711106	2020-02-27T12:00:00	2020-02-27T14:00:00	OPEN_HOURS
110711107	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110726812	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110821284	2020-02-29T11:00:00	2020-02-29T16:00:00	OPEN_HOURS
110821283	2020-03-01T11:00:00	2020-03-01T16:00:00	OPEN_HOURS
110725425	2020-03-02T12:00:00	2020-03-02T14:00:00	OPEN_HOURS
110725426	2020-03-02T16:00:00	2020-03-02T18:00:00	OPEN_HOURS
110725427	2020-03-03T12:00:00	2020-03-03T14:00:00	OPEN_HOURS
110725428	2020-03-03T16:00:00	2020-03-03T18:00:00	OPEN_HOURS
110725429	2020-03-04T12:00:00	2020-03-04T14:00:00	OPEN_HOURS
110887364	2020-02-26T16:00:00	2020-02-26T18:00:00	OPEN_HOURS
110887367	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110887365	2020-02-28T16:00:00	2020-02-28T18:00:00	OPEN_HOURS
110826689	2020-02-29T10:00:00	2020-02-29T16:00:00	OPEN_HOURS
110887366	2020-03-01T10:00:00	2020-03-01T13:00:00	OPEN_HOURS
109926554	2020-02-29T09:00:00	2020-02-29T13:00:00	OPEN_HOURS
111005404	2020-02-26T17:00:00	2020-02-26T17:30:00	EXHIBITION
111005405	2020-02-29T10:15:00	2020-02-29T10:45:00	EXHIBITION
111015476	2020-02-29T15:30:00	2020-02-29T16:00:00	EXHIBITION
110960336	2020-02-29T12:45:00	2020-02-29T13:30:00	EXHIBITION
110982998	2020-02-29T10:00:00	2020-02-29T10:30:00	EXHIBITION
110983381	2020-02-29T13:15:00	2020-02-29T13:55:00	EXHIBITION
110969362	2020-02-29T10:30:00	2020-02-29T11:00:00	EXHIBITION
110305865	2020-02-26T16:00:00	2020-02-26T18:00:00	OPEN_HOURS
110305866	2020-02-27T12:00:00	2020-02-27T14:00:00	OPEN_HOURS
110305867	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110814828	2020-02-29T11:00:00	2020-02-29T16:00:00	OPEN_HOURS
110814827	2020-03-01T11:00:00	2020-03-01T16:00:00	OPEN_HOURS
110305862	2020-03-03T12:00:00	2020-03-03T14:00:00	OPEN_HOURS
110305863	2020-03-03T16:00:00	2020-03-03T18:00:00	OPEN_HOURS
110323804	2020-03-04T12:00:00	2020-03-04T14:00:00	OPEN_HOURS
110983860	2020-02-29T11:00:00	2020-02-29T11:30:00	EXHIBITION
110890200	2020-02-26T16:00:00	2020-02-26T18:00:00	OPEN_HOURS
110833701	2020-02-27T10:00:00	2020-02-27T16:00:00	OPEN_HOURS
110890201	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110887369	2020-02-28T16:00:00	2020-02-28T18:00:00	OPEN_HOURS
110833703	2020-02-29T10:00:00	2020-02-29T16:00:00	OPEN_HOURS
110887368	2020-03-01T10:00:00	2020-03-01T13:00:00	OPEN_HOURS
110982782	2020-02-29T11:15:00	2020-02-29T12:15:00	EXHIBITION
110856873	2020-02-26T16:00:00	2020-02-26T18:00:00	OPEN_HOURS
110225881	2020-02-27T16:00:00	2020-02-27T18:00:00	OPEN_HOURS
110185887	2020-02-29T11:00:00	2020-02-29T15:00:00	OPEN_HOURS
110535523	2020-03-01T11:00:00	2020-03-01T15:00:00	OPEN_HOURS
110225882	2020-03-03T16:00:00	2020-03-03T18:00:00	OPEN_HOURS
109926593	2020-02-26T09:00:00	2020-02-26T17:30:00	OPEN_HOURS
109926594	2020-02-27T09:00:00	2020-02-27T17:30:00	OPEN_HOURS
109880602	2020-02-28T09:00:00	2020-02-28T21:00:00	OPEN_HOURS
102273281	2020-02-29T09:00:00	2020-02-29T17:00:00	OPEN_HOURS
102273282	2020-03-01T10:00:00	2020-03-01T16:00:00	OPEN_HOURS
109926592	2020-03-02T09:00:00	2020-03-02T17:30:00	OPEN_HOURS
109926591	2020-03-03T09:00:00	2020-03-03T17:30:00	OPEN_HOURS
110959997	2020-02-26T17:30:00	2020-02-26T18:00:00	EXHIBITION
110959996	2020-02-29T09:30:00	2020-02-29T10:00:00	EXHIBITION
111003637	2020-02-29T12:00:00	2020-02-29T13:00:00	EXHIBITION
111014120	2020-02-26T16:30:00	2020-02-26T17:15:00	EXHIBITION
111013969	2020-02-29T10:00:00	2020-02-29T10:45:00	EXHIBITION
110982884	2020-02-29T11:00:00	2020-02-29T11:30:00	EXHIBITION
110992680	2020-02-29T11:15:00	2020-02-29T11:45:00	EXHIBITION
110942755	2020-02-29T11:00:00	2020-02-29T11:30:00	EXHIBITION
110942752	2020-03-07T11:00:00	2020-03-07T11:30:00	EXHIBITION
110942754	2020-03-14T11:00:00	2020-03-14T11:30:00	EXHIBITION
110939716	2020-03-21T11:00:00	2020-03-21T11:30:00	EXHIBITION
110991997	2020-02-29T12:00:00	2020-02-29T12:30:00	EXHIBITION
110988320	2020-02-29T13:15:00	2020-02-29T13:45:00	EXHIBITION
110929824	2020-02-29T10:00:00	2020-02-29T12:00:00	OPEN_HOURS
110805770	2020-03-01T10:00:00	2020-03-01T12:00:00	OPEN_HOURS
111003001	2020-02-26T17:15:00	2020-02-26T18:00:00	EXHIBITION
111003002	2020-02-29T09:45:00	2020-02-29T11:15:00	EXHIBITION
111005019	2020-02-29T10:00:00	2020-02-29T10:30:00	EXHIBITION
110992705	2020-02-29T11:00:00	2020-02-29T11:30:00	EXHIBITION
111004645	2020-02-29T15:00:00	2020-02-29T15:30:00	EXHIBITION
110929824	2020-02-29T10:00:00	2020-02-29T12:00:00	OPEN_HOURS
110805770	2020-03-01T10:00:00	2020-03-01T12:00:00	OPEN_HOURS
111003421	2020-02-29T13:00:00	2020-02-29T14:00:00	EXHIBITION
111003422	2020-03-08T13:00:00	2020-03-08T14:00:00	EXHIBITION
110996907	2020-02-29T13:00:00	2020-02-29T13:30:00	EXHIBITION
111006616	2020-02-26T18:00:00	2020-02-26T18:30:00	EXHIBITION
111006617	2020-02-29T15:00:00	2020-02-29T15:40:00	EXHIBITION
111011297	2020-02-29T12:00:00	2020-02-29T13:00:00	EXHIBITION
110929824	2020-02-29T10:00:00	2020-02-29T12:00:00	OPEN_HOURS
110805770	2020-03-01T10:00:00	2020-03-01T12:00:00	OPEN_HOURS
111004755	2020-02-29T13:15:00	2020-02-29T14:00:00	EXHIBITION
111004754	2020-03-01T13:15:00	2020-03-01T14:00:00	EXHIBITION
111004756	2020-03-04T12:30:00	2020-03-04T13:30:00	EXHIBITION
110929824	2020-02-29T10:00:00	2020-02-29T12:00:00	OPEN_HOURS
110805770	2020-03-01T10:00:00	2020-03-01T12:00:00	OPEN_HOURS
110972847	2020-02-29T13:45:00	2020-02-29T14:30:00	EXHIBITION
111006916	2020-02-29T11:00:00	2020-02-29T11:40:00	EXHIBITION
111006917	2020-03-04T17:30:00	2020-03-04T18:15:00	EXHIBITION
111005457	2020-02-29T10:00:00	2020-02-29T10:30:00	EXHIBITION
110992712	2020-02-29T10:00:00	2020-02-29T10:30:00	EXHIBITION
